,magnetization per site,E per site,chi,heat capacity,beta
0,0.08008512000000172,-0.5394988799999977,0.0004694943651101938,0.00015312424940270244,0.12
1,0.08598176000000184,-0.5667417600000015,0.0005052263261486338,0.00015291490603774844,0.1226530612244898
2,0.08808832000000155,-0.5720736000000011,0.0005244682672155532,0.0001727751263394128,0.1253061224489796
3,0.09362560000000192,-0.599489279999999,0.000649691038974854,0.0001996321099357688,0.1279591836734694
4,0.10281728000000134,-0.6071475200000009,0.0007650616410646273,0.00024038169927706202,0.13061224489795917
5,0.11208992000000166,-0.6425254400000008,0.0009382903899629861,0.00026682843548799683,0.13326530612244897
6,0.11971840000000052,-0.6656006400000023,0.0010555515308323842,0.0003074341154331781,0.13591836734693877
7,0.13275744000000048,-0.6906515200000024,0.0012696722540495296,0.0003609689363345327,0.13857142857142857
8,0.15537631999999932,-0.7371078400000072,0.0016110380234315644,0.0004557845939604603,0.14122448979591837
9,0.17934911999999997,-0.7763923200000017,0.002113479479484568,0.0006843095394205725,0.14387755102040817
10,0.21525503999999965,-0.8358649600000053,0.002551447707035589,0.0009322895426111256,0.14653061224489797
11,0.2547305600000002,-0.9142227199999992,0.003201030526598791,0.0013636005151900958,0.14918367346938777
12,0.309312320000001,-1.0225132800000005,0.0037657865240755487,0.001967845602641689,0.15183673469387754
13,0.38393759999999916,-1.1885516799999967,0.0037896021166512746,0.0025886724417667753,0.15448979591836734
14,0.4632403199999989,-1.3705529599999953,0.0028291245573324685,0.00257592545015602,0.15714285714285714
15,0.5195616000000002,-1.531347840000003,0.0023676159019326475,0.0028003073027198823,0.15979591836734694
16,0.5759267199999971,-1.703724800000006,0.0014771186194196453,0.0024972535009803298,0.16244897959183674
17,0.6214355199999958,-1.8659705600000058,0.0009995460487951483,0.0022946092868541368,0.1651020408163265
18,0.6567887999999992,-2.0062598400000033,0.0007651297861615352,0.002049573198334537,0.16775510204081634
19,0.683468479999999,-2.1212153600000017,0.0006532454311399472,0.0020015958304685894,0.1704081632653061
20,0.708999359999999,-2.2341273600000147,0.0005511490728581976,0.00192051657643661,0.1730612244897959
21,0.7304665600000044,-2.3348947199999843,0.0004887759299349404,0.0018855027559671793,0.1757142857142857
22,0.752081599999997,-2.4404889599999993,0.00041234640161135237,0.0017455731791278352,0.1783673469387755
23,0.7696310399999983,-2.53055743999999,0.0003777859070832117,0.0017228693911994877,0.1810204081632653
24,0.784615999999998,-2.608300159999994,0.00033213738710677397,0.0016516350960548616,0.18367346938775508
25,0.8001375999999952,-2.6911027199999875,0.00029161002562059417,0.0015773163321441532,0.1863265306122449
26,0.813139839999995,-2.7629721600000017,0.00027036366757663836,0.0015274083597919047,0.18897959183673468
27,0.8256700799999939,-2.8332236800000077,0.00023850551264686842,0.0014364585088730514,0.19163265306122448
28,0.8356169599999966,-2.8907020800000134,0.00022437742563234688,0.0014009813703464646,0.19428571428571428
29,0.8469123199999944,-2.9572761600000175,0.00020929524843656786,0.0013961394624168275,0.19693877551020408
30,0.8554723199999955,-3.0076428799999975,0.0001922039532537573,0.0013436277957839529,0.19959183673469388
31,0.8650767999999994,-3.0658041600000234,0.00017192381010275816,0.0012609116789663157,0.20224489795918366
32,0.8723094400000034,-3.110363520000008,0.00016023054316896,0.001224211468902426,0.20489795918367348
33,0.879949439999998,-3.158300800000005,0.00014882984963796391,0.0011831503261994175,0.20755102040816326
34,0.887481920000004,-3.205813120000002,0.00013470257119006774,0.0011166144695431588,0.21020408163265306
35,0.8942956800000144,-3.2488652800000044,0.00012215787590885057,0.0010497754685667396,0.21285714285714286
36,0.8995353600000079,-3.282910720000008,0.00012258604827907968,0.0010836576588479706,0.21551020408163266
37,0.9057081600000074,-3.3229024000000043,0.0001097968061744531,0.0010097506184910839,0.21816326530612246
38,0.9105558400000067,-3.354783999999985,0.00010428269051728062,0.000993832756941192,0.22081632653061223
39,0.9157635200000069,-3.3894918399999914,9.587170266891533e-05,0.0009402804610591091,0.22346938775510206
40,0.9198553600000079,-3.4170732799999968,9.301004770590035e-05,0.0009369491825957417,0.22612244897959183
41,0.9241801600000042,-3.4460991999999946,8.7428305033392e-05,0.000901344213565837,0.22877551020408163
42,0.9284876800000055,-3.4754809600000103,8.10409666057445e-05,0.0008663077561065106,0.23142857142857143
43,0.9322611199999977,-3.5011552000000052,7.737848337008096e-05,0.0008460582876225746,0.23408163265306123
44,0.9360889600000026,-3.5279897600000223,7.155797160128297e-05,0.0007992014719005705,0.23673469387755103
45,0.9391478400000024,-3.548963839999998,6.93134182287433e-05,0.000791883781524553,0.2393877551020408
46,0.9425072000000057,-3.5724435200000246,6.455787689416682e-05,0.000758085279629994,0.24204081632653063
47,0.9454323200000024,-3.593036160000013,5.964148492183505e-05,0.0007159306477347634,0.2446938775510204
48,0.9482108799999971,-3.6125612800000213,5.691530076173788e-05,0.0006983281007609832,0.2473469387755102
49,0.950751680000004,-3.6306528000000218,5.5657784296503365e-05,0.0006958384377387938,0.25
